"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"Taunton Place","At or Outside BALCMBE HOUSE","Ubitricity","Regent's Park",1,"5.5kW",527529,182291,6,"Dedicated","Installed"
"Taunton Place","Opposite BOSTON PLACE","Ubitricity","Regent's Park",1,"5.5kW",527506.31,182295.03,6,"Non Dedicated","Installed"
"Tavistock Road","Opposite 3","Ubitricity","Westbourne",1,"5.5kW",524850.46,181658.28,6,"Dedicated","Installed"
"Temple Place","Opposite 2","BPL","St James's",2,"7-22kW",531081,180853,15,"Dedicated","Installed"
"Third Avenue","At or Outside 17/19","Ubitricity","Queen's Park",1,"5.5kW",524430.88,182525.59,6,"Non Dedicated","Installed"
"Third Avenue","At or Outside 68 BARTEN HOUSE","Ubitricity","Queen's Park",1,"5.5kW",524447.57,182634.2,6,"Dedicated","Installed"
"Thirleby Road","Opposite 100 to 115 ASHLEY GARDENS","Ubitricity","Vincent Square",1,"5.5kW",529326.56,179103.23,6,"Dedicated","Installed"
"Titchfield Road","Near JCT PRINCE ALBERT ROAD","Ubitricity","Regent's Park",1,"5.5kW",527548.41,183455.86,6,"Non Dedicated","Installed"
"Townshend Road","Opposite 38","Ubitricity","Regent's Park",1,"5.5kW",527204.89,183527.16,6,"Non Dedicated","Installed"
"Townshend Road","Outside 1-54 London House (Opposite Mackennal Street)","Ubitricity","Regent's Park",1,"5.5kW",527358.48,183385.55,6,"Non Dedicated","Installed"
"Townshend Road","At or Outside 46","Ubitricity","Regent's Park",1,"5.5kW",527204.48,183544.34,6,"Dedicated","Installed"
"Townshend Road","At or Outside 62","Ubitricity","Regent's Park",1,"5.5kW",527130.01,183621.61,6,"Non Dedicated","Installed"
"Townshend Road","At or Outside 66","Ubitricity","Regent's Park",1,"5.5kW",527108.79,183644.01,6,"Non Dedicated","Installed"
"Tresham Crescent","Outside flats","Ubitricity","Church Street",1,"5.5kW",527312.02,182441.15,6,"Dedicated","Installed"
"Trevor Place","At or Outside 21","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527445.96,179515.23,6,"Dedicated","Installed"
"Tufton Street","Emmanuel Church, Tufton St, SW1P 3QH  Opposite 41-51 Tufton Street SW1P 3QH","Elektromotive Car Club","St James's",2,"7-22kW",530011.7,179158.5,15,"Dedicated","Installed"
"Upper Belgrave Street","At or Outside 36","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528407.7,179377.04,6,"Dedicated","Installed"
"Upper Berkeley Street","At or Outside 21/23","Ubitricity","Marylebone",1,"5.5kW",527721.41,181214.83,6,"Dedicated","Installed"
"Upper Berkeley Street","At or Outside 63","Ubitricity","Marylebone",1,"5.5kW",527829.68,181234.81,6,"Non Dedicated","Installed"
"Upper Berkeley Street","At or Outside 71","Ubitricity","Marylebone",1,"5.5kW",527896,181254,6,"Non Dedicated","Installed"
"Upper Grosvenor Street","Opposite 20 Upper Grosvenor Street","PodPoint","West End",1,"7-22kW",528114.7,180632.5,15,"Dedicated","Installed"
"Upper Montagu Street","At or Outside 48","Ubitricity","Marylebone",1,"5.5kW",527712.15,181789.88,6,"Non Dedicated","Installed"
"Upper Montagu Street","At or Outside 6","Ubitricity","Marylebone",1,"5.5kW",527764.89,181620.56,6,"Dedicated","Installed"
"Upper St Martin's Lane","Opposite WEST STREET","Ubitricity","St James's",1,"5.5kW",530068.07,180957.27,6,"Dedicated","Installed"
"Upper Wimpole Street","At or Outside 13","Ubitricity","Marylebone",1,"5.5kW",528479.13,181889.55,6,"Non Dedicated","Installed"
"Upper Wimpole Street","At or Outside 19","Ubitricity","Marylebone",1,"5.5kW",528478.77,181840.34,6,"Dedicated","Installed"
"Upper Wimpole Street","Opposite 19","Ubitricity","Marylebone",1,"5.5kW",528490.35,181842.4,6,"Dedicated","Installed"
"Vincent Square","OPPOSITE NO.30","Ubitricity","Vincent Square",1,"5.5kW",529582.17,178660.8,6,"Dedicated","Installed"
"Vincent Square","OPPOSITE VINCENT STREET","Ubitricity","Vincent Square",1,"5.5kW",529650.47,178769.84,6,"Dedicated","Installed"
"Walterton Road","At or Outside 13C","Ubitricity","Harrow Road",1,"5.5kW",524932.07,182226.78,6,"Non Dedicated","Installed"
"Walterton Road","At or Outside 33/35","Ubitricity","Harrow Road",1,"5.5kW",524965.58,182275.24,6,"Dedicated","Installed"
"Walterton Road","At or Outside 40B","Ubitricity","Harrow Road",1,"5.5kW",524975.88,182306.96,6,"Non Dedicated","Installed"
"Walterton Road","At or Outside 52","Ubitricity","Harrow Road",1,"5.5kW",525006.59,182351.79,6,"Non Dedicated","Installed"
"Warlock Road","At or Outside 27B","Ubitricity","Harrow Road",1,"5.5kW",524981.6,182404.34,6,"Non Dedicated","Installed"
"Warlock Road","Opposite 18B","Ubitricity","Harrow Road",1,"5.5kW",525081.99,182350.76,6,"Non Dedicated","Installed"
"Warlock Road","Opposite 2","Ubitricity","Harrow Road",1,"5.5kW",525127.83,182320.87,6,"Non Dedicated","Installed"
"Warrington Crescent","At or Outside 24","Ubitricity","Little Venice",1,"5.5kW",526057.16,182274.47,6,"Non Dedicated","Installed"
"Warrington Crescent","At or Outside 3","Ubitricity","Little Venice",1,"5.5kW",526071.66,182144.4,6,"Dedicated","Installed"
"Warrington Crescent","At or Outside 31","Ubitricity","Little Venice",1,"5.5kW",526070.6,182244.87,6,"Dedicated","Installed"
"Warrington Crescent","At or Outside 43","Ubitricity","Little Venice",1,"5.5kW",526074.73,182293.11,6,"Non Dedicated","Installed"
"Warrington Crescent","At or Outside 53","Ubitricity","Little Venice",1,"5.5kW",526080.03,182329.78,6,"Dedicated","Installed"
"Warrington Crescent","At or Outside 62","Ubitricity","Little Venice",1,"5.5kW",526084.09,182424.82,6,"Dedicated","Installed"
"Warrington Crescent","At or Outside 69","Ubitricity","Little Venice",1,"5.5kW",526096.3,182404.9,6,"Non Dedicated","Installed"
"Warrington Gardens","At or Outside 1","Ubitricity","Little Venice",1,"5.5kW",526022.49,182117.17,6,"Dedicated","Installed"
"Warwick Avenue","OPP 117 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",525806.81,182225.31,6,"Non Dedicated","Installed"
"Warwick Avenue","Outside 15","Ubitricity","Little Venice",1,"5.5kW",526147,181975,6,"Dedicated","Installed"
"Warwick Avenue","Outside 20","Ubitricity","Little Venice",1,"5.5kW",526195.01,181966.96,6,"Non Dedicated","Installed"
"Warwick Avenue","Outside 36","Ubitricity","Little Venice",1,"5.5kW",526135.7,182030.21,6,"Non Dedicated","Installed"
"Warwick Avenue","25 Warwick Ave","ESB","Little Venice",1,"50kW",526116,182021,25,"Dedicated","Installed"
"Warwick Crescent","At or Outside 10","Ubitricity","Westbourne",1,"5.5kW",526190.37,181778.92,6,"Non Dedicated","Installed"
"Warwick Crescent","At or Outside 13","Ubitricity","Westbourne",1,"5.5kW",526173.76,181778.73,6,"Non Dedicated","Installed"
"Warwick Crescent","At or Outside 23","Ubitricity","Westbourne",1,"5.5kW",526115.54,181784.84,6,"Non Dedicated","Installed"
"Warwick Crescent","At or Outside 6","Ubitricity","Westbourne",1,"5.5kW",526210.99,181780.26,6,"Non Dedicated","Installed"
"Warwick Square","At or Outside 50","Ubitricity","Pimlico North",1,"5.5kW",529141.77,178443.44,6,"Dedicated","Installed"
"Warwick Square","At or Outside 56","Ubitricity","Pimlico North",1,"5.5kW",529166.68,178478.64,6,"Dedicated","Installed"
"Warwick Square","At or Outside BT 12/11","Ubitricity","Pimlico North",1,"5.5kW",529116.43,178527.13,6,"Non Dedicated","Installed"
"Warwick Square","Opposite No. 29","Elektromotive Car Club","Pimlico North",2,"7-22kW",529063.9,178409.8,15,"Dedicated","Installed"
"Warwick Way","AT OR OUTSIDE NO.72","Ubitricity","Pimlico North",1,"5.5kW",529087.7,178596.35,6,"Dedicated","Installed"
"Warwick Way","AT OR OUTSIDE NO.82","Ubitricity","Pimlico North",1,"5.5kW",529066.2,178585.64,6,"Dedicated","Installed"
"Waverley Place","At or Outside 1","Ubitricity","Abbey Road",1,"5.5kW",526659,183268.8,6,"Dedicated","Installed"
"Waverley Place","Opposite SCHOOL","Ubitricity","Abbey Road",1,"5.5kW",526603.22,183353.95,6,"Non Dedicated","Installed"
"Wellington Place","4 Wellington Place","ESB","Regent's Park",2,"50kW",527028,183010,25,"Dedicated","Installed"
"Wellington Street","Opposite The Lyceum Theatre 17-21 Wellington Street","BP Pulse","St James's",1,"7-22kW",530580.1576,180882.4558,15,"Dedicated","Installed"
"Wells Rise","Opposite ST JAMES CLOSE","Ubitricity","Regent's Park",1,"5.5kW",527643.82,183543.62,6,"Dedicated","Installed"
"Wells Street","At or Outside 47","Ubitricity","West End",1,"5.5kW",529161.91,181588.02,6,"Non Dedicated","Installed"
"Wells Street","At or Outside 48","Ubitricity","West End",1,"5.5kW",529142.88,181604.08,6,"Dedicated","Installed"
"Wells Street","Opposite 12-23","Ubitricity","West End",1,"5.5kW",529176.83,181564.19,6,"Dedicated","Installed"
"Westbourne Crescent","At or Outside 5","Ubitricity","Lancaster Gate",1,"5.5kW",526589.56,180963.59,6,"Dedicated","Installed"
"Westbourne Grove","At or Outside 170a","Ubitricity","Bayswater",1,"5.5kW",525114.99,181068.43,6,"Dedicated","Installed"
"Westbourne Grove","Outside 144","Ubitricity","Bayswater",1,"5.5kW",525227.62,181095.48,6,"Non Dedicated","Installed"
"Westbourne Grove Terrace","At or Outside 2","Ubitricity","Bayswater",1,"5.5kW",525679.48,181218.21,6,"Dedicated","Installed"
"Westbourne Park Road","At or Outside 162","Ubitricity","Westbourne",1,"5.5kW",525001.65,181465.25,6,"Dedicated","Installed"
"Westbourne Park Road","At or Outside 50","Ubitricity","Bayswater",1,"5.5kW",525538.93,181468.46,6,"Dedicated","Installed"
"Westbourne Park Road","At or Outside 56","Ubitricity","Bayswater",1,"5.5kW",525506.17,181470.75,6,"Non Dedicated","Installed"
"Westbourne Park Road","Outside 117","Ubitricity","Westbourne",1,"5.5kW",525178.93,181544.13,6,"Dedicated","Installed"
"Westbourne Park Road","Outside 24/26","Ubitricity","Bayswater",1,"5.5kW",525471.12,181467.75,6,"Non Dedicated","Installed"
"Westbourne Park Road","opposite no 121 Westbourne Park Road","ESB","Bayswater",1,"50kW",525189.3,181536.9,25,"Dedicated","Installed"
"Westbourne Park Road","Outside 42 Westbourne Park Road W2 5PH","BP Pulse","Bayswater",2,"7-22kW",525547.728,181467.441,15,"Dedicated","Installed"
"Westbourne Park Villas","At or Outside 58","Ubitricity","Bayswater",1,"5.5kW",525481.14,181559.75,6,"Non Dedicated","Installed"
"Westbourne Park Villas","At or Outside 68","Ubitricity","Bayswater",1,"5.5kW",525450.95,181563.9,6,"Dedicated","Installed"
"Westbourne Park Villas","At or Outside ENTRANCE TO CLIFFORD COURT","Ubitricity","Bayswater",1,"5.5kW",525546.37,181551.16,6,"Dedicated","Installed"
"Weymouth Street","At or Outside 26","Ubitricity","Marylebone",1,"5.5kW",528689.48,181840.04,6,"Non Dedicated","Installed"
"Weymouth Street","At or Outside 51","Ubitricity","Marylebone",1,"5.5kW",528423.44,181747.96,6,"Non Dedicated","Installed"
"Weymouth Street","Opposite BEAUMONT MEWS","Ubitricity","Marylebone",1,"5.5kW",528387.95,181737.81,6,"Non Dedicated","Installed"
"Whitehall Place","outside the Corinthia Hotel (10 Whitehall Place)","PodPoint","St James's",1,"7-22kW",530300.4,180282.3,15,"Dedicated","Installed"
"Widley Road","At or Outside 21-30 SOUTHWOLD MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525428.59,182488.99,6,"Non Dedicated","Installed"
"Widley Road","At or Outside 41-50 CLEVELAND MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525391.96,182495.32,6,"Non Dedicated","Installed"
"Wilton Crescent","At or Outside 12","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528075.13,179552.21,6,"Dedicated","Installed"
"Wilton Crescent","At or Outside 30","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528195.73,179600.86,6,"Dedicated","Installed"
"Wilton Road","Outside 107/108 Wilton Rd, SW1V 1DE  (Opposite 56 Wilton Road)","Elektromotive Car Club","Pimlico North",2,"7-22kW",529126.9,178792.7,15,"Dedicated","Installed"
"Wilton Street","Side of 33 Grosvenor Place","BP Pulse","Knightsbridge & Belgravia",2,"7-22kW",528614.8945,179403.3123,15,"Dedicated","Installed"
"Winchester Street","At or Outside 38","Ubitricity","Pimlico South",1,"5.5kW",528942.62,178314.53,6,"Dedicated","Installed"
"Winchester Street","At or Outside 67","Ubitricity","Pimlico North",1,"5.5kW",528899.5,178358.09,6,"Dedicated","Installed"
"Winchester Street","Opposite 43","Ubitricity","Pimlico South",1,"5.5kW",528991.77,178279.34,6,"Dedicated","Installed"
"Woodchester Square","Rear of FORESTER COURT","Ubitricity","Westbourne",1,"5.5kW",525558.09,181896.54,6,"Dedicated","Installed"
"Woodfield Road","Opposite 19","Ubitricity","Westbourne",1,"5.5kW",524959,181984,6,"Dedicated","Installed"
"Wymering Road","At or Outside 131-140 wymering mansions","Ubitricity","Maida Vale",1,"5.5kW",525463.29,182539.81,6,"Non Dedicated","Installed"
"Wymering Road","At or Outside 141-150 WYMERING MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525452.24,182552.14,6,"Dedicated","Installed"
"Wymering Road","At or Outside 181-190 WYMERING MANSIONS","Ubitricity","Maida Vale",1,"5.5kW",525417.94,182589.41,6,"Non Dedicated","Installed"
"Wymering Road","Opposite 209","Ubitricity","Maida Vale",1,"5.5kW",525380.46,182615.98,6,"Dedicated","Installed"
"York Street","At or Outside 25","Ubitricity","Marylebone",1,"5.5kW",527858.11,181791.84,6,"Non Dedicated","Installed"
"York Street","At or Outside 41","Ubitricity","Marylebone",1,"5.5kW",527758.02,181760.23,6,"Dedicated","Installed"
"York Street","At or Outside Bryanston Mansions","Ubitricity","Marylebone",1,"5.5kW",527647.71,181735.2,6,"Dedicated","Installed"
"York Street","Opposite 20","Ubitricity","Marylebone",1,"5.5kW",527878.89,181798.44,6,"Dedicated","Installed"
"York Street","Outside 4","Ubitricity","Marylebone",1,"5.5kW",527936.71,181827.49,6,"Dedicated","Installed"
"York Street","Outside St Mary's Church Near J/w Wyndham Place","Ubitricity","Marylebone",1,"5.5kW",527633.53,181719.75,6,"Dedicated","Installed"
"Aldwych","WC2R 1HG","BPL","St James's",2,"7-22kW",530634.6787774,180916.472617927,15,"Dedicated","Pending Installation"
"Gillingham Street","SW1V 1AG","BPL","Pimlico North",2,"7-22kW",529007.702931137,178768.541508861,15,"Dedicated","Installed"
"14 Great Marlborough Street","W1F 7HS","BPL","West End",2,"7-22kW",529247.18742944,181140.615081692,15,"Dedicated","Pending Installation"
"Melcombe Place","NW1 6EP","BPL","Regent's Park",2,"7-22kW",527625.934949914,181989.690338732,15,"Dedicated","Installed"
"Montpelier Street","SW3 1HY","BPL","Knightsbridge & Belgravia",2,"7-22kW",527422.221583528,179403.86830638,15,"Dedicated","Installed"
"Pimlico Road","SW1W 8NB","BPL","Knightsbridge & Belgravia",2,"7-22kW",528354.142346264,178469.557506366,15,"Dedicated","Pending Installation"
"Porchester Terrace North","W2 6BJ","BPL","Bayswater",2,"7-22kW",525957.42998489,181308.666586486,15,"Dedicated","Installed"
"Ennismore Gardens","SW7 1PH","BPL","Knightsbridge & Belgravia",2,"7-22kW",527114.490763916,179507.428302459,15,"Dedicated","Installed"
"John Islip Street","SW1P 4ED","BPL","Vincent Square",2,"7-22kW",529943.775196192,178477.050381185,15,"Dedicated","Installed"
"Cleveland Street","W1T 4HY","BPL","West End",2,"7-22kW",529348.203951283,181646.964001987,15,"Dedicated","Pending Installation"
"Horseferry Road","SW1P 2AF","BPL","Vincent Square",2,"7-22kW",530033.120675799,178982.745807248,15,"Dedicated","Installed"
"Kemble Street","WC2B 6TP","BPL","St James's",2,"7-22kW",530631.766350906,181198.862962021,15,"Dedicated","Pending Installation"
"131 Great Titchfield Street","W1W 5NA","BPL","West End",2,"7-22kW",529017.704959658,181900.626314426,15,"Dedicated","Pending Installation"
"Curzon Street","W1J 5JA","BPL","West End",2,"7-22kW",528493.654351084,180233.043592044,15,"Dedicated","Pending Installation"
"Stanhope Terrace","W2 2UB","BPL","Hyde Park",2,"7-22kW",526831.877769004,180856.780961122,15,"Dedicated","Pending Installation"
"Abbey Gardens","At or Outside 18","Ubitricity","Abbey Road",1,"5.5kW",526280.68,183202.46,6,"Non Dedicated","Installed"
"Abercorn Place","At or Outside 30","Ubitricity","Abbey Road",1,"5.5kW",526349.62,183122.18,6,"Non Dedicated","Installed"
"Acacia Road","Outside 21","Ubitricity","Regent's Park",1,"5.5kW",527009.88,183536.27,6,"Non Dedicated","Installed"
"Acacia Road","At or Outside 50","Ubitricity","Regent's Park",1,"5.5kW",526904.44,183434.11,6,"Non Dedicated","Installed"
"Norfolk Crescent","Opposite THE HERON","Ubitricity","Hyde Park",1,"5.5kW",527192.2,181365.41,6,"Non Dedicated","Installed"
"Albion Street","side of 43-56 Albion Gate","Ubitricity","Hyde Park",1,"5.5kW",527322.63,180923.12,6,"Non Dedicated","Installed"
"Albion Street","At or Outside 7","Ubitricity","Hyde Park",1,"5.5kW",527301.09,180978.95,6,"Non Dedicated","Installed"
"Alderney Street","At or Outside 85","Ubitricity","Pimlico North",1,"5.5kW",528979.24,178364.63,6,"Non Dedicated","Installed"
"Allitsen Road","At or Outside 83","Ubitricity","Regent's Park",1,"5.5kW",527082.33,183251.07,6,"Non Dedicated","Installed"
"Alma Square","Outside 1","Ubitricity","Abbey Road",1,"5.5kW",526374.72,183011.08,6,"Non Dedicated","Installed"
"Alma Square","At or Outside 40/41","Ubitricity","Abbey Road",1,"5.5kW",526423.61,182978.3,6,"Non Dedicated","Installed"
"Alma Square","OPPOSITE NO.14/15","Ubitricity","Abbey Road",1,"5.5kW",526317.58,182951.33,6,"Non Dedicated","Installed"
"Alma Square","OPPOSITE NO.12","Ubitricity","Abbey Road",1,"5.5kW",526304.97,182970.48,6,"Non Dedicated","Installed"
"Ashbridge Street","At or Outside 10","Ubitricity","Church Street",1,"5.5kW",527179.56,182095,6,"Non Dedicated","Installed"
"Ashmill Street","At or Outside 90","Ubitricity","Church Street",1,"5.5kW",527283.53,182017.36,6,"Non Dedicated","Installed"
"Ashworth Road","At or Outside 12","Ubitricity","Maida Vale",1,"5.5kW",525970.46,182573.1,6,"Non Dedicated","Installed"
"Aylesford Street","At or Outside 39","Ubitricity","Pimlico South",1,"5.5kW",529684.48,178149.63,6,"Non Dedicated","Installed"
"Aylesford Street","Opposite 49/51","Ubitricity","Pimlico South",1,"5.5kW",529697.82,178107.29,6,"Non Dedicated","Installed"
"Aylesford Street","At or Outside 61","Ubitricity","Pimlico South",1,"5.5kW",529709.83,178068.78,6,"Non Dedicated","Installed"
"Aylesford Street","Opposite 27","Ubitricity","Pimlico South",1,"5.5kW",529661.89,178205.69,6,"Non Dedicated","Installed"
"Aylesford Street","Opposite 43","Ubitricity","Pimlico South",1,"5.5kW",529698.99,178129.45,6,"Non Dedicated","Installed"
"Balcombe Street","At or Outside TAUNTON PLACE","Ubitricity","Regent's Park",1,"5.5kW",527553.72,182283.76,6,"Non Dedicated","Installed"
"Beaumont Street","Opposite KING EDWARD HOSPITAL","Ubitricity","Marylebone",1,"5.5kW",528405.35,181826.84,6,"Non Dedicated","Installed"
"Bedford Court","At or Outside 5m from Bedfordbury","Ubitricity","St James's",1,"5.5kW",530173.46,180728.31,6,"Non Dedicated","Installed"
"Belgrave Place","At or Outside 20","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528322.98,179265.11,6,"Non Dedicated","Installed"
