"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"elgin avenue","59","Ubitricity","Maida Vale",1,"5.5kW",525726.14,182636.83,6,"Non Dedicated","Pending Installation"
"elgin avenue","62","Ubitricity","Maida Vale",1,"5.5kW",525798.08,182673.95,6,"Non Dedicated","Pending Installation"
"elgin avenue","64","Ubitricity","Maida Vale",1,"5.5kW",525820.18,182690.8,6,"Non Dedicated","Pending Installation"
"elgin avenue","67","Ubitricity","Maida Vale",1,"5.5kW",525856.29,182739.38,6,"Non Dedicated","Pending Installation"
"elgin avenue","70","Ubitricity","Maida Vale",1,"5.5kW",525894.33,182749.02,6,"Non Dedicated","Pending Installation"
"elm tree road","5","Ubitricity","Abbey Road",1,"5.5kW",526742.16,182908.95,6,"Non Dedicated","Pending Installation"
"elm tree road","11","Ubitricity","Abbey Road",1,"5.5kW",526661.16,182789.36,6,"Non Dedicated","Pending Installation"
"elm tree road","12","Ubitricity","Abbey Road",1,"5.5kW",526655.61,182775,6,"Non Dedicated","Pending Installation"
"enbrook street","6","Ubitricity","Queen's Park",1,"5.5kW",524362.78,182509.33,6,"Non Dedicated","Pending Installation"
"enbrook street","7","Ubitricity","Queen's Park",1,"5.5kW",524385.21,182497.04,6,"Non Dedicated","Pending Installation"
"errington road","2","Ubitricity","Harrow Road",1,"5.5kW",524902.46,182295.28,6,"Non Dedicated","Pending Installation"
"errington road","4","Ubitricity","Harrow Road",1,"5.5kW",524940.61,182269.34,6,"Non Dedicated","Pending Installation"
"essendine road","3","Ubitricity","Maida Vale",1,"5.5kW",525373.85,182657.92,6,"Non Dedicated","Pending Installation"
"essendine road","10","Ubitricity","Maida Vale",1,"5.5kW",525291.85,182484.7,6,"Non Dedicated","Pending Installation"
"fifth avenue","5","Ubitricity","Queen's Park",1,"5.5kW",524179.4,182860.86,6,"Non Dedicated","Pending Installation"
"fifth avenue","9","Ubitricity","Queen's Park",1,"5.5kW",524164.3,182766.03,6,"Non Dedicated","Pending Installation"
"fifth avenue","11","Ubitricity","Queen's Park",1,"5.5kW",524157.76,182714.21,6,"Non Dedicated","Pending Installation"
"fifth avenue","13","Ubitricity","Queen's Park",1,"5.5kW",524150.15,182662.52,6,"Non Dedicated","Pending Installation"
"fifth avenue","14","Ubitricity","Queen's Park",1,"5.5kW",524158.16,182632.2,6,"Non Dedicated","Pending Installation"
"fifth avenue","15","Ubitricity","Queen's Park",1,"5.5kW",524143.07,182613.51,6,"Non Dedicated","Pending Installation"
"fifth avenue","17","Ubitricity","Queen's Park",1,"5.5kW",524134.52,182551.13,6,"Non Dedicated","Pending Installation"
"fifth avenue","18","Ubitricity","Queen's Park",1,"5.5kW",524142.14,182518.94,6,"Non Dedicated","Pending Installation"
"first avenue","4","Ubitricity","Queen's Park",1,"5.5kW",524571.52,182474.21,6,"Non Dedicated","Pending Installation"
"first avenue","7","Ubitricity","Queen's Park",1,"5.5kW",524556.56,182367.23,6,"Non Dedicated","Pending Installation"
"fordingley road","2","Ubitricity","Harrow Road",1,"5.5kW",524889.93,182671.91,6,"Non Dedicated","Pending Installation"
"fordingley road","4","Ubitricity","Harrow Road",1,"5.5kW",524940.79,182658.57,6,"Non Dedicated","Pending Installation"
"fordingley road","5","Ubitricity","Harrow Road",1,"5.5kW",524965.08,182643.81,6,"Non Dedicated","Pending Installation"
"fordingley road","6","Ubitricity","Harrow Road",1,"5.5kW",524996.28,182644.07,6,"Non Dedicated","Pending Installation"
"fordingley road","7","Ubitricity","Harrow Road",1,"5.5kW",525020.78,182629.58,6,"Non Dedicated","Pending Installation"
"formosa street","8","Ubitricity","Little Venice",1,"5.5kW",525899.26,182080.85,6,"Non Dedicated","Pending Installation"
"fourth avenue","1","Ubitricity","Queen's Park",1,"5.5kW",524261.93,182616.85,6,"Non Dedicated","Pending Installation"
"fourth avenue","2","Ubitricity","Queen's Park",1,"5.5kW",524257.93,182589.06,6,"Non Dedicated","Pending Installation"
"galton street","5","Ubitricity","Queen's Park",1,"5.5kW",524195.16,182517.34,6,"Non Dedicated","Pending Installation"
"garden road","2","Ubitricity","Abbey Road",1,"5.5kW",526481.68,182955.44,6,"Non Dedicated","Pending Installation"
"goldney road","3","Ubitricity","Harrow Road",1,"5.5kW",525212.44,182174.32,6,"Non Dedicated","Pending Installation"
"goldney road","6","Ubitricity","Harrow Road",1,"5.5kW",525269.48,182125.49,6,"Non Dedicated","Pending Installation"
"goldney road","7","Ubitricity","Harrow Road",1,"5.5kW",525297.42,182115.01,6,"Non Dedicated","Pending Installation"
"greenberry street","2","Ubitricity","Regent's Park",1,"5.5kW",527137.84,183082.19,6,"Non Dedicated","Pending Installation"
"grittleton road","5","Ubitricity","Maida Vale",1,"5.5kW",525234.35,182302.76,6,"Non Dedicated","Pending Installation"
"hamilton gardens","5","Ubitricity","Abbey Road",1,"5.5kW",526382.48,182898.49,6,"Non Dedicated","Pending Installation"
"hamilton gardens","8","Ubitricity","Abbey Road",1,"5.5kW",526423.65,182942.63,6,"Non Dedicated","Pending Installation"
"hamilton terrace","2","Ubitricity","Abbey Road",1,"5.5kW",525932.52,183254.85,6,"Dedicated","Pending Installation"
"hamilton terrace","5","Ubitricity","Abbey Road",1,"5.5kW",525989.18,183208.47,6,"Non Dedicated","Pending Installation"
"hamilton terrace","25","Ubitricity","Abbey Road",1,"5.5kW",526239.09,182887.07,6,"Dedicated","Pending Installation"
"hamilton terrace","45","Ubitricity","Abbey Road",1,"5.5kW",526472.98,182559.37,6,"Non Dedicated","Pending Installation"
"herries street","1","Ubitricity","Queen's Park",1,"5.5kW",524364.31,183038.79,6,"Non Dedicated","Pending Installation"
"herries street","2","Ubitricity","Queen's Park",1,"5.5kW",524384,183022,6,"Non Dedicated","Pending Installation"
"herries street","9","Ubitricity","Queen's Park",1,"5.5kW",524455.38,182957.49,6,"Non Dedicated","Pending Installation"
"hill road","1","Ubitricity","Abbey Road",1,"5.5kW",526456.69,183101.9,6,"Non Dedicated","Pending Installation"
"hill road","5","Ubitricity","Abbey Road",1,"5.5kW",526362.53,183035.44,6,"Non Dedicated","Pending Installation"
"hill road","6","Ubitricity","Abbey Road",1,"5.5kW",526355.99,183019.57,6,"Non Dedicated","Pending Installation"
"hill road","8","Ubitricity","Abbey Road",1,"5.5kW",526322.45,183002.14,6,"Non Dedicated","Pending Installation"
"hill road","10","Ubitricity","Abbey Road",1,"5.5kW",526293.88,182978.43,6,"Non Dedicated","Pending Installation"
"huxley street","2","Ubitricity","Queen's Park",1,"5.5kW",524093.31,182588.2,6,"Non Dedicated","Pending Installation"
"huxley street","4","Ubitricity","Queen's Park",1,"5.5kW",524086.5,182540.52,6,"Non Dedicated","Pending Installation"
"ilbert street","4","Ubitricity","Queen's Park",1,"5.5kW",523946.27,182676.75,6,"Non Dedicated","Pending Installation"
"ilbert street","5","Ubitricity","Queen's Park",1,"5.5kW",523968.72,182683.16,6,"Non Dedicated","Pending Installation"
"ilbert street","6","Ubitricity","Queen's Park",1,"5.5kW",523991.95,182666.99,6,"Non Dedicated","Pending Installation"
"ilbert street","7","Ubitricity","Queen's Park",1,"5.5kW",524014.93,182673.54,6,"Non Dedicated","Pending Installation"
"ilbert street","8","Ubitricity","Queen's Park",1,"5.5kW",524030.02,182659.91,6,"Non Dedicated","Pending Installation"
"ilbert street","11","Ubitricity","Queen's Park",1,"5.5kW",524099.34,182661.12,6,"Non Dedicated","Pending Installation"
"ilbert street","12","Ubitricity","Queen's Park",1,"5.5kW",524124.85,182657.11,6,"Non Dedicated","Pending Installation"
"ilbert street","15","Ubitricity","Queen's Park",1,"5.5kW",524181.09,182637.57,6,"Non Dedicated","Pending Installation"
"ilbert street","17","Ubitricity","Queen's Park",1,"5.5kW",524228.76,182630.8,6,"Non Dedicated","Pending Installation"
"ilbert street","19","Ubitricity","Queen's Park",1,"5.5kW",524258.01,182638.01,6,"Non Dedicated","Pending Installation"
"ilbert street","25","Ubitricity","Queen's Park",1,"5.5kW",524408.14,182616.51,6,"Non Dedicated","Pending Installation"
"kilburn lane","11","Ubitricity","Queen's Park",1,"5.5kW",523903.13,182736.98,6,"Non Dedicated","Pending Installation"
"kilburn lane","14","Ubitricity","Queen's Park",1,"5.5kW",523901.53,182835.01,6,"Non Dedicated","Pending Installation"
"kilburn lane","19","Ubitricity","Queen's Park",1,"5.5kW",523953.08,182911.01,6,"Non Dedicated","Pending Installation"
"kilburn lane","21","Ubitricity","Queen's Park",1,"5.5kW",524004.51,182924.77,6,"Non Dedicated","Pending Installation"
"kilburn lane","24","Ubitricity","Queen's Park",1,"5.5kW",524087.85,182941.46,6,"Non Dedicated","Pending Installation"
"kilburn park road","1","Ubitricity","Maida Vale",1,"5.5kW",525654.97,183329.57,6,"Non Dedicated","Pending Installation"
"kilburn park road","6","Ubitricity","Maida Vale",1,"5.5kW",525576.99,183283.33,6,"Non Dedicated","Pending Installation"
"kilburn park road","25","Ubitricity","Maida Vale",1,"5.5kW",525374.57,182862.71,6,"Non Dedicated","Pending Installation"
"kilburn park road","30","Ubitricity","Maida Vale",1,"5.5kW",525287.92,182683.33,6,"Non Dedicated","Pending Installation"
"kilburn park road","32","Ubitricity","Maida Vale",1,"5.5kW",525247.21,182600.01,6,"Non Dedicated","Pending Installation"
"kilravock street","2","Ubitricity","Queen's Park",1,"5.5kW",524091.2,182715.23,6,"Non Dedicated","Pending Installation"
"kilravock street","3","Ubitricity","Queen's Park",1,"5.5kW",524115.11,182702.68,6,"Non Dedicated","Pending Installation"
"kilravock street","11","Ubitricity","Queen's Park",1,"5.5kW",524370.88,182665.94,6,"Non Dedicated","Pending Installation"
"kilravock street","12","Ubitricity","Queen's Park",1,"5.5kW",524392.51,182670.34,6,"Non Dedicated","Pending Installation"
"kilravock street","13","Ubitricity","Queen's Park",1,"5.5kW",524414.96,182659.93,6,"Non Dedicated","Pending Installation"
"kingsmill terrace","1","Ubitricity","Regent's Park",1,"5.5kW",526803.07,183323.09,6,"Non Dedicated","Pending Installation"
"kingsmill terrace","4","Ubitricity","Regent's Park",1,"5.5kW",526853.43,183261.77,6,"Non Dedicated","Pending Installation"
"lanark road","29","Ubitricity","Little Venice",1,"5.5kW",526219.65,182529.55,6,"Non Dedicated","Pending Installation"
"lanark road","31","Ubitricity","Little Venice",1,"5.5kW",526253.61,182486.98,6,"Non Dedicated","Pending Installation"
"lanark road","36","Ubitricity","Little Venice",1,"5.5kW",526345,182373.32,6,"Non Dedicated","Pending Installation"
"lanark road","3","Ubitricity","Maida Vale",1,"5.5kW",525788.9,183069.33,6,"Non Dedicated","Pending Installation"
"lanark road","4","Ubitricity","Maida Vale",1,"5.5kW",525803.38,183050.23,6,"Non Dedicated","Pending Installation"
"lanark road","7","Ubitricity","Maida Vale",1,"5.5kW",525853.22,182985.22,6,"Non Dedicated","Pending Installation"
"lanark road","17","Ubitricity","Maida Vale",1,"5.5kW",526021.48,182770.55,6,"Non Dedicated","Pending Installation"
"lanark road","19","Ubitricity","Maida Vale",1,"5.5kW",526054.26,182729.57,6,"Non Dedicated","Pending Installation"
"lanark road","20","Ubitricity","Maida Vale",1,"5.5kW",526073.57,182705.85,6,"Non Dedicated","Pending Installation"
"lanark road","21","Ubitricity","Maida Vale",1,"5.5kW",526089.91,182685.94,6,"Non Dedicated","Pending Installation"
"lancefield street","2","Ubitricity","Queen's Park",1,"5.5kW",524580.78,182570.19,6,"Non Dedicated","Pending Installation"
"lancefield street","6","Ubitricity","Queen's Park",1,"5.5kW",524565.59,182624.92,6,"Non Dedicated","Pending Installation"
"lancefield street","7","Ubitricity","Queen's Park",1,"5.5kW",524576.41,182646.63,6,"Non Dedicated","Pending Installation"
"lancefield street","8","Ubitricity","Queen's Park",1,"5.5kW",524563.25,182651,6,"Non Dedicated","Pending Installation"
"lancefield street","9","Ubitricity","Queen's Park",1,"5.5kW",524566.73,182663.96,6,"Non Dedicated","Pending Installation"
"lancefield street","11","Ubitricity","Queen's Park",1,"5.5kW",524562.86,182695.3,6,"Non Dedicated","Pending Installation"
"lancefield street","13","Ubitricity","Queen's Park",1,"5.5kW",524553.13,182715.43,6,"Non Dedicated","Pending Installation"
"lancefield street","14","Ubitricity","Queen's Park",1,"5.5kW",524564.69,182719.28,6,"Non Dedicated","Pending Installation"
"lancefield street","15","Ubitricity","Queen's Park",1,"5.5kW",524560.08,182739.98,6,"Non Dedicated","Pending Installation"
"langford place","2","Ubitricity","Abbey Road",1,"5.5kW",526469.24,183321.93,6,"Non Dedicated","Pending Installation"
"langford place","4","Ubitricity","Abbey Road",1,"5.5kW",526430.59,183285.37,6,"Non Dedicated","Pending Installation"
"lanhill road","4","Ubitricity","Maida Vale",1,"5.5kW",525235.43,182395.95,6,"Non Dedicated","Pending Installation"
"lanhill road","5","Ubitricity","Maida Vale",1,"5.5kW",525259,182392.53,6,"Non Dedicated","Pending Installation"
"lauderdale road","4","Ubitricity","Maida Vale",1,"5.5kW",525705.17,182515.72,6,"Non Dedicated","Pending Installation"
"lauderdale road","12","Ubitricity","Maida Vale",1,"5.5kW",525876.13,182513.47,6,"Non Dedicated","Pending Installation"
"lauderdale road","13","Ubitricity","Maida Vale",1,"5.5kW",525891.35,182525.9,6,"Non Dedicated","Pending Installation"
"lauderdale road","16","Ubitricity","Maida Vale",1,"5.5kW",525956.9,182512.01,6,"Non Dedicated","Pending Installation"
"lord hills road","5","Ubitricity","Westbourne",1,"5.5kW",525817.27,181922.31,6,"Non Dedicated","Pending Installation"
"lothrop street","7","Ubitricity","Queen's Park",1,"5.5kW",524246.66,182745.29,6,"Non Dedicated","Pending Installation"
"lothrop street","12","Ubitricity","Queen's Park",1,"5.5kW",524394.45,182724.09,6,"Non Dedicated","Pending Installation"
"loudoun road","6","Ubitricity","Abbey Road",1,"5.5kW",526424.4,183781.11,6,"Non Dedicated","Pending Installation"
"loudoun road","11","Ubitricity","Abbey Road",1,"5.5kW",526414.99,183687.25,6,"Non Dedicated","Pending Installation"
"loudoun road","13","Ubitricity","Abbey Road",1,"5.5kW",526410.25,183636.71,6,"Non Dedicated","Pending Installation"
"loudoun road","15","Ubitricity","Abbey Road",1,"5.5kW",526395.64,183605.92,6,"Non Dedicated","Pending Installation"
"loudoun road","17","Ubitricity","Abbey Road",1,"5.5kW",526392.68,183567.03,6,"Non Dedicated","Pending Installation"
"loudoun road","22","Ubitricity","Abbey Road",1,"5.5kW",526408.86,183462.75,6,"Non Dedicated","Pending Installation"
"loudoun road","31","Ubitricity","Abbey Road",1,"5.5kW",526562.05,183291.05,6,"Non Dedicated","Pending Installation"
"loudoun road","33","Ubitricity","Abbey Road",1,"5.5kW",526589.37,183259.98,6,"Non Dedicated","Pending Installation"
"loudoun road","34","Ubitricity","Abbey Road",1,"5.5kW",526597.53,183239.12,6,"Non Dedicated","Pending Installation"
"mackennal street","3","Ubitricity","Regent's Park",1,"5.5kW",527306.35,183317.81,6,"Non Dedicated","Pending Installation"
"macroom road","4","Ubitricity","Harrow Road",1,"5.5kW",525002.07,182773.15,6,"Non Dedicated","Pending Installation"
"macroom road","5","Ubitricity","Harrow Road",1,"5.5kW",524994.02,182745.56,6,"Non Dedicated","Pending Installation"
"malvern place","3","Ubitricity","Harrow Road",1,"5.5kW",524865.75,182964.04,6,"Non Dedicated","Pending Installation"
"marban road","2","Ubitricity","Queen's Park",1,"5.5kW",524739.29,182892.48,6,"Non Dedicated","Pending Installation"
"marban road","3","Ubitricity","Queen's Park",1,"5.5kW",524713.94,182877.78,6,"Non Dedicated","Pending Installation"
"marban road","4","Ubitricity","Queen's Park",1,"5.5kW",524679.59,182880.19,6,"Non Dedicated","Pending Installation"
"marban road","6","Ubitricity","Queen's Park",1,"5.5kW",524618.9,182868.38,6,"Non Dedicated","Pending Installation"
"marlborough hill","1","Ubitricity","Abbey Road",1,"5.5kW",526500.16,183879.38,6,"Non Dedicated","Pending Installation"
"marlborough hill","8","Ubitricity","Abbey Road",1,"5.5kW",526481.25,183688.56,6,"Non Dedicated","Pending Installation"
"marlborough hill","9","Ubitricity","Abbey Road",1,"5.5kW",526489.2,183671.02,6,"Non Dedicated","Pending Installation"
"marlborough hill","14","Ubitricity","Abbey Road",1,"5.5kW",526470.74,183552.13,6,"Non Dedicated","Pending Installation"
"marlborough place","2","Ubitricity","Abbey Road",1,"5.5kW",526074.7,183142.27,6,"Non Dedicated","Pending Installation"
"marlborough place","6","Ubitricity","Abbey Road",1,"5.5kW",526151.35,183197.93,6,"Non Dedicated","Pending Installation"
"marlborough place","8","Ubitricity","Abbey Road",1,"5.5kW",526179.29,183220.69,6,"Non Dedicated","Pending Installation"
"marlborough place","12","Ubitricity","Abbey Road",1,"5.5kW",526267.73,183287.9,6,"Non Dedicated","Pending Installation"
"marne street","5","Ubitricity","Queen's Park",1,"5.5kW",524193.36,182802.31,6,"Non Dedicated","Pending Installation"
"marne street","6","Ubitricity","Queen's Park",1,"5.5kW",524221.28,182789.63,6,"Non Dedicated","Pending Installation"
"marne street","7","Ubitricity","Queen's Park",1,"5.5kW",524261.48,182792.84,6,"Non Dedicated","Pending Installation"
"marne street","11","Ubitricity","Queen's Park",1,"5.5kW",524398.38,182764.91,6,"Non Dedicated","Pending Installation"
"marylands road","11","Ubitricity","Harrow Road",1,"5.5kW",525406.85,182154.37,6,"Non Dedicated","Pending Installation"
"marylands road","15","Ubitricity","Harrow Road",1,"5.5kW",525379.99,182099.11,6,"Non Dedicated","Pending Installation"
"melina place","4","Ubitricity","Abbey Road",1,"5.5kW",526565.75,182693.01,6,"Non Dedicated","Pending Installation"
"morshead road","1","Ubitricity","Maida Vale",1,"5.5kW",525422.93,182704.12,6,"Non Dedicated","Pending Installation"
"morshead road","9","Ubitricity","Maida Vale",1,"5.5kW",525536.44,182578.01,6,"Non Dedicated","Pending Installation"
"morshead road","11","Ubitricity","Maida Vale",1,"5.5kW",525571.64,182541.44,6,"Non Dedicated","Pending Installation"
"mozart street","1","Ubitricity","Queen's Park",1,"5.5kW",524591.98,182621.74,6,"Non Dedicated","Pending Installation"
"mozart street","3","Ubitricity","Queen's Park",1,"5.5kW",524640.05,182625.08,6,"Non Dedicated","Pending Installation"
"newcourt street","3","Ubitricity","Regent's Park",1,"5.5kW",527190.84,183177.39,6,"Non Dedicated","Pending Installation"
"newcourt street","6","Ubitricity","Regent's Park",1,"5.5kW",527166.39,183106.01,6,"Non Dedicated","Pending Installation"
"norfolk road","3","Ubitricity","Regent's Park",1,"5.5kW",527003.05,183724.54,6,"Non Dedicated","Pending Installation"
"norfolk road","8","Ubitricity","Regent's Park",1,"5.5kW",526899.15,183638.12,6,"Non Dedicated","Pending Installation"
"norfolk road","9","Ubitricity","Regent's Park",1,"5.5kW",526882.66,183609.91,6,"Non Dedicated","Pending Installation"
"nutbourne street","3","Ubitricity","Queen's Park",1,"5.5kW",524108.5,182842.66,6,"Non Dedicated","Pending Installation"
"nutbourne street","4","Ubitricity","Queen's Park",1,"5.5kW",524142.96,182853.61,6,"Non Dedicated","Pending Installation"
"nutbourne street","5","Ubitricity","Queen's Park",1,"5.5kW",524164.46,182845.46,6,"Non Dedicated","Pending Installation"
"nutbourne street","7","Ubitricity","Queen's Park",1,"5.5kW",524211.74,182840.25,6,"Non Dedicated","Pending Installation"
"nutbourne street","8","Ubitricity","Queen's Park",1,"5.5kW",524239.5,182845.3,6,"Non Dedicated","Pending Installation"
"nutbourne street","10","Ubitricity","Queen's Park",1,"5.5kW",524292.54,182837.18,6,"Non Dedicated","Pending Installation"
"nutbourne street","11","Ubitricity","Queen's Park",1,"5.5kW",524323.13,182824.09,6,"Non Dedicated","Pending Installation"
"oakington road","8","Ubitricity","Harrow Road",1,"5.5kW",525410.75,182175.17,6,"Non Dedicated","Pending Installation"
"oliphant street","3","Ubitricity","Queen's Park",1,"5.5kW",523959.05,182754.11,6,"Non Dedicated","Pending Installation"
"oliphant street","5","Ubitricity","Queen's Park",1,"5.5kW",523953.84,182829.31,6,"Non Dedicated","Pending Installation"
"oliphant street","6","Ubitricity","Queen's Park",1,"5.5kW",523947.79,182854.76,6,"Non Dedicated","Pending Installation"
"oliphant street","7","Ubitricity","Queen's Park",1,"5.5kW",523939.02,182858.29,6,"Non Dedicated","Pending Installation"
"oliphant street","8","Ubitricity","Queen's Park",1,"5.5kW",523963.85,182872.04,6,"Non Dedicated","Pending Installation"
"oliphant street","9","Ubitricity","Queen's Park",1,"5.5kW",523986.03,182878.98,6,"Non Dedicated","Pending Installation"
"oliphant street","11","Ubitricity","Queen's Park",1,"5.5kW",524056.55,182894.48,6,"Non Dedicated","Pending Installation"
"oliphant street","13","Ubitricity","Queen's Park",1,"5.5kW",524122.39,182892.21,6,"Non Dedicated","Pending Installation"
"oliphant street","14","Ubitricity","Queen's Park",1,"5.5kW",524144.29,182902.09,6,"Non Dedicated","Pending Installation"
"oliphant street","15","Ubitricity","Queen's Park",1,"5.5kW",524174.61,182894.21,6,"Non Dedicated","Pending Installation"
"ordnance hill","14","Ubitricity","Regent's Park",1,"5.5kW",526836.47,183592.41,6,"Non Dedicated","Pending Installation"
"ordnance hill","15","Ubitricity","Regent's Park",1,"5.5kW",526819.18,183613.49,6,"Non Dedicated","Pending Installation"
"oxford road","7","Ubitricity","Maida Vale",1,"5.5kW",525481.09,183342.36,6,"Non Dedicated","Pending Installation"
"peach road","1","Ubitricity","Queen's Park",1,"5.5kW",523988.93,182855.31,6,"Non Dedicated","Pending Installation"
"peach road","4","Ubitricity","Queen's Park",1,"5.5kW",524000.15,182769.7,6,"Non Dedicated","Pending Installation"
"portnall road","22","Ubitricity","Harrow Road",1,"5.5kW",524717.72,182566.41,6,"Non Dedicated","Pending Installation"
"portnall road","30","Ubitricity","Harrow Road",1,"5.5kW",524702.22,182386.15,6,"Non Dedicated","Pending Installation"
"portnall road","32","Ubitricity","Harrow Road",1,"5.5kW",524698.41,182346.25,6,"Non Dedicated","Pending Installation"
"portnall road","34","Ubitricity","Harrow Road",1,"5.5kW",524694.33,182298.79,6,"Non Dedicated","Pending Installation"
"portnall road","4","Ubitricity","Queen's Park",1,"5.5kW",524617.08,183005.81,6,"Non Dedicated","Pending Installation"
"portnall road","5","Ubitricity","Queen's Park",1,"5.5kW",524633.3,182984.36,6,"Non Dedicated","Pending Installation"
"portnall road","6","Ubitricity","Queen's Park",1,"5.5kW",524639.92,182964.68,6,"Non Dedicated","Pending Installation"
"portnall road","7","Ubitricity","Queen's Park",1,"5.5kW",524636.05,182947.45,6,"Non Dedicated","Pending Installation"
"portnall road","9","Ubitricity","Queen's Park",1,"5.5kW",524652.07,182899.52,6,"Non Dedicated","Pending Installation"
"portnall road","11","Ubitricity","Queen's Park",1,"5.5kW",524672.78,182864.53,6,"Non Dedicated","Pending Installation"
"portnall road","12","Ubitricity","Queen's Park",1,"5.5kW",524681.46,182838.88,6,"Non Dedicated","Pending Installation"
"portnall road","13","Ubitricity","Queen's Park",1,"5.5kW",524679.73,182812.04,6,"Non Dedicated","Pending Installation"
"portnall road","14","Ubitricity","Queen's Park",1,"5.5kW",524696.15,182792.81,6,"Non Dedicated","Pending Installation"
"portnall road","16","Ubitricity","Queen's Park",1,"5.5kW",524710.7,182742.6,6,"Non Dedicated","Pending Installation"
"portnall road","18","Ubitricity","Queen's Park",1,"5.5kW",524720.09,182688.2,6,"Non Dedicated","Pending Installation"
"portnall road","21","Ubitricity","Queen's Park",1,"5.5kW",524712.92,182603.79,6,"Non Dedicated","Pending Installation"
"portnall road","24","Ubitricity","Queen's Park",1,"5.5kW",524705.8,182519.3,6,"Non Dedicated","Pending Installation"
"portnall road","26","Ubitricity","Queen's Park",1,"5.5kW",524701.88,182476.22,6,"Non Dedicated","Pending Installation"
"portnall road","33","Ubitricity","Queen's Park",1,"5.5kW",524688.47,182324.63,6,"Non Dedicated","Pending Installation"
"portnall road","21A","Ubitricity","Queen's Park",1,"5.5kW",524711.14,182582.79,6,"Non Dedicated","Pending Installation"
"prince albert road","33","Ubitricity","Regent's Park",1,"5.5kW",527243.96,183004.12,6,"Non Dedicated","Pending Installation"
"queen's terrace","9","Ubitricity","Regent's Park",1,"5.5kW",526691.42,183453.12,6,"Non Dedicated","Pending Installation"
"randolph avenue","11","Ubitricity","Maida Vale",1,"5.5kW",525872.4,182837.11,6,"Non Dedicated","Pending Installation"
"randolph avenue","17","Ubitricity","Maida Vale",1,"5.5kW",525974.02,182727.56,6,"Non Dedicated","Pending Installation"
"randolph avenue","20","Ubitricity","Maida Vale",1,"5.5kW",526032.54,182637.16,6,"Non Dedicated","Pending Installation"
"randolph crescent","4","Ubitricity","Little Venice",1,"5.5kW",526200.76,182312.28,6,"Non Dedicated","Pending Installation"
"randolph crescent","5","Ubitricity","Little Venice",1,"5.5kW",526186.4,182290.99,6,"Non Dedicated","Pending Installation"
"randolph gardens","2","Ubitricity","Maida Vale",1,"5.5kW",525597.38,183208.93,6,"Non Dedicated","Pending Installation"
"randolph gardens","5","Ubitricity","Maida Vale",1,"5.5kW",525654.77,183119.93,6,"Non Dedicated","Pending Installation"
"randolph gardens","6","Ubitricity","Maida Vale",1,"5.5kW",525670.94,183099.51,6,"Non Dedicated","Pending Installation"
"rowington close","1","Ubitricity","Westbourne",1,"5.5kW",525751.11,181889.23,6,"Non Dedicated","Pending Installation"
"rowington close","2","Ubitricity","Westbourne",1,"5.5kW",525748.73,181915.15,6,"Non Dedicated","Pending Installation"
"rowington close","4","Ubitricity","Westbourne",1,"5.5kW",525747.97,181930.71,6,"Non Dedicated","Pending Installation"
"saltram crescent","13","Ubitricity","Harrow Road",1,"5.5kW",525035.06,182816.49,6,"Non Dedicated","Pending Installation"
"saltram crescent","15","Ubitricity","Harrow Road",1,"5.5kW",525067.61,182787,6,"Non Dedicated","Pending Installation"
"saltram crescent","18","Ubitricity","Harrow Road",1,"5.5kW",525076.77,182705.36,6,"Non Dedicated","Pending Installation"
"saltram crescent","20","Ubitricity","Harrow Road",1,"5.5kW",525062.91,182656.27,6,"Non Dedicated","Pending Installation"
"saltram crescent","21","Ubitricity","Harrow Road",1,"5.5kW",525075.55,182625.16,6,"Non Dedicated","Pending Installation"
"scott ellis gardens","3","Ubitricity","Abbey Road",1,"5.5kW",526632.85,182628.42,6,"Non Dedicated","Pending Installation"
"second avenue","1","Ubitricity","Queen's Park",1,"5.5kW",524491.42,182540.53,6,"Non Dedicated","Pending Installation"
"second avenue","8","Ubitricity","Queen's Park",1,"5.5kW",524471.53,182398.41,6,"Non Dedicated","Pending Installation"
"second avenue","9","Ubitricity","Queen's Park",1,"5.5kW",524460.82,182385.71,6,"Non Dedicated","Pending Installation"
"severn avenue","2","Ubitricity","Queen's Park",1,"5.5kW",524438.39,182951.18,6,"Non Dedicated","Pending Installation"
"severn avenue","4","Ubitricity","Queen's Park",1,"5.5kW",524441.45,182931.6,6,"Non Dedicated","Pending Installation"
"severn avenue","8","Ubitricity","Queen's Park",1,"5.5kW",524451.23,182893.81,6,"Non Dedicated","Pending Installation"
"sevington street","1","Ubitricity","Harrow Road",1,"5.5kW",525508.59,182215.95,6,"Non Dedicated","Pending Installation"
"sevington street","4","Ubitricity","Harrow Road",1,"5.5kW",525543.8,182170.82,6,"Non Dedicated","Pending Installation"
"shirland mews","2","Ubitricity","Harrow Road",1,"5.5kW",524907.83,182535.37,6,"Non Dedicated","Pending Installation"
"shirland mews","4","Ubitricity","Harrow Road",1,"5.5kW",524953.36,182522.79,6,"Non Dedicated","Pending Installation"
"shirland road","5","Ubitricity","Harrow Road",1,"5.5kW",524771.25,182626.86,6,"Non Dedicated","Pending Installation"
"shirland road","14","Ubitricity","Harrow Road",1,"5.5kW",525025.45,182563.55,6,"Non Dedicated","Pending Installation"
